question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2017,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2017,Long gun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2017,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2017,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2017,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2017,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2017,All,Yes,Ind. Code § 35-47-4-6,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2017,All,Yes,Iowa Code § 724.26(2); Iowa Code § 724.15(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2017,All,Yes,La. Rev. Stat. § 14:35.3(C)(1); La. Rev. Stat. § 14.95.10(A),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2017,All,Yes,Me. Rev. St. tit. 15 § 393(1-B),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2017,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2017,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2017,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2017,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2017,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2017,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2017,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2017,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2017,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2017,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,2017,All,Yes,Nev. Rev. Stat. § 202.360(1)(a),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2017,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2017,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2017,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2017,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2017,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2017,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,2017,All,Yes,Or. Rev. Stat. § 166.255(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,2017,All,Yes,18 Pa. Cons. Stat. § 6105(c)(9),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,2017,All,Yes,R.I. Gen. Laws § 11-47-5(a)(4),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2017,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2017,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,2017,All,Yes,S.D. Codified Laws § 22-14-15.2,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,2017,All,Yes,Tenn. Code § 39-17-1307(f)(1)(A); Tenn. Code § 40-14-109; Tenn. Code § 39-13-111(3),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,2017,All,Yes,Texas Penal Code § 46.04(b); Texas Penalty Code § 22.01(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,2017,All,Yes,Utah Code § 76-10-503(1)(b)(xi),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,2017,All,Yes,"Vt. Stat. tit. 13, § 4017(a); Vt. Stat. tit. 13, § 4017(d)(3); Vt. Stat. tit. 13, § 5301(7)(C); Vt. Stat. tit. 13, § 1042; Vt. Stat. tit. 13, § 1",
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,2017,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,2017,All,Yes,"D.C. Code § 7-2502.03(a)(4)(B), (D)","A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-404, threats to do bodily harm under D.C. Code § 22-407, or an intrafamily offense punishable as a misdemeanor."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,2017,All,Yes,W. Va. Code § 61-7-7(a)(8),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2017,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2018,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2018,initial,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2018,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2018,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2018,All,Yes,Cal. Penal Code § 29805(a),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2018,All,Yes,Colo. Rev. Stat. § 18-6-801 (8)(a)(I)(A); Colo. Rev. Stat. § 18-12-108 (6)(c),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2018,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2018,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2018,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2018,Long gun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2018,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2018,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2018,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2018,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2018,All,Yes,Ind. Code § 35-47-4-6,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2018,All,Yes,Iowa Code § 724.26(2); Iowa Code § 724.15(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2018,All,Yes,K.S.A. § 21-6301(a)(18),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2018,All,Yes,La. Rev. Stat. § 14:35.3(C)(1); La. Rev. Stat. § 14.95.10(A),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2018,All,Yes,Me. Rev. St. tit. 15 § 393(1-B),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2018,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2018,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2018,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2018,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2018,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2018,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2018,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2018,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2018,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2018,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,2018,All,Yes,Nev. Rev. Stat. § 202.360(1)(a),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2018,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2018,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2018,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2018,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2018,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2018,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,2018,All,Yes,Or. Rev. Stat. § 166.255(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,2018,All,Yes,18 Pa. Cons. Stat. § 6105(c)(9),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,2018,All,Yes,R.I. Gen. Laws § 11-47-5(a)(4),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2018,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2018,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,2018,All,Yes,S.D. Codified Laws § 22-14-15.2,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,2018,All,Yes,Tenn. Code § 39-17-1307(f)(1)(A); Tenn. Code § 40-14-109; Tenn. Code § 39-13-111(3),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,2018,All,Yes,Texas Penal Code § 46.04(b); Texas Penalty Code § 22.01(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,2018,All,Yes,Utah Code § 76-10-503(1)(b)(xi),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,2018,All,Yes,"Vt. Stat. tit. 13, § 4017(a); Vt. Stat. tit. 13, § 4017(d)(3); Vt. Stat. tit. 13, § 5301(7)(C); Vt. Stat. tit. 13, § 1042; Vt. Stat. tit. 13, § 1",
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,2018,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,2018,All,Yes,"D.C. Code § 7-2502.03(a)(4)(B), (D)","A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-404, threats to do bodily harm under D.C. Code § 22-407, or an intrafamily offense punishable as a misdemeanor."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,2018,All,Yes,W. Va. Code § 61-7-7(a)(8),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2018,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2019,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2019,initial,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2019,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2019,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2019,All,Yes,Cal. Penal Code § 29805(a),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2019,All,Yes,Colo. Rev. Stat. § 18-6-801 (8)(a)(I)(A); Colo. Rev. Stat. § 18-12-108 (6)(c),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2019,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2019,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2019,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2019,Long gun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2019,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2019,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2019,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2019,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2019,All,Yes,Ind. Code § 35-47-4-6,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2019,All,Yes,Iowa Code § 724.26(2); Iowa Code § 724.15(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2019,All,Yes,K.S.A. § 21-6301(a)(18),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2019,All,Yes,La. Rev. Stat. § 14:35.3(C)(1); La. Rev. Stat. § 14.95.10(A),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2019,All,Yes,Me. Rev. St. tit. 15 § 393(1-B),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2019,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2019,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2019,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2019,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2019,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2019,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2019,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2019,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2019,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2019,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,2019,All,Yes,Nev. Rev. Stat. § 202.360(1)(a),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2019,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2019,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,2019,All,Yes,N.M. Stat. § 30-7-16(A),"A law enacted on April 4, 2019, prohibits firearm possession by a person convicted of battery against a household member uner N.M. Stat. § 30-3-15, N.M. Stat. § 30-3-18, or a crime that prohibits firearms possession under federal law. The law takes effect July 1, 2019."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2019,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2019,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2019,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2019,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,2019,All,Yes,Or. Rev. Stat. § 166.255(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,2019,All,Yes,18 Pa. Cons. Stat. § 6105(c)(9),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,2019,All,Yes,R.I. Gen. Laws § 11-47-5(a)(4),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2019,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2019,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,2019,All,Yes,S.D. Codified Laws § 22-14-15.2,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,2019,All,Yes,Tenn. Code § 39-17-1307(f)(1)(A); Tenn. Code § 40-14-109; Tenn. Code § 39-13-111(3),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,2019,All,Yes,Texas Penal Code § 46.04(b); Texas Penalty Code § 22.01(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,2019,All,Yes,Utah Code § 76-10-503(1)(b)(xi),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,2019,All,Yes,"Vt. Stat. tit. 13, § 4017(a); Vt. Stat. tit. 13, § 4017(d)(3); Vt. Stat. tit. 13, § 5301(7)(C); Vt. Stat. tit. 13, § 1042; Vt. Stat. tit. 13, § 1",
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,2019,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,2019,All,Yes,"D.C. Code § 7-2502.03(a)(4)(B), (D)","A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-404, threats to do bodily harm under D.C. Code § 22-407, or an intrafamily offense punishable as a misdemeanor."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,2019,All,Yes,W. Va. Code § 61-7-7(a)(8),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2019,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2020,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2020,initial,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2020,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2020,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2020,All,Yes,Cal. Penal Code § 29805(a),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2020,All,Yes,Colo. Rev. Stat. § 18-6-801 (8)(a)(I)(A); Colo. Rev. Stat. § 18-12-108 (6)(c),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2020,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2020,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2020,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2020,Long gun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2020,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2020,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2020,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2020,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2020,All,Yes,Ind. Code § 35-47-4-6,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2020,All,Yes,Iowa Code § 724.26(2); Iowa Code § 724.15(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2020,All,Yes,K.S.A. § 21-6301(a)(18),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2020,All,Yes,La. Rev. Stat. § 14:35.3(C)(1); La. Rev. Stat. § 14.95.10(A),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2020,All,Yes,Me. Rev. St. tit. 15 § 393(1-B),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2020,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2020,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2020,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2020,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2020,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2020,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2020,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2020,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2020,All,No,,
