question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1991,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1991,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1991,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1991,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1991,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code § 241, battery under Cal. Penal Code § 243, and assault with a deadly weapon under Cal. Penal Code § 245."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1991,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1991,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1991,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1991,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1991,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1991,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1991,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1991,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1991,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1991,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1991,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1991,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1991,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1991,Purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1991,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1991,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1991,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1991,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1991,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1991,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1991,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1991,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1992,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1992,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1992,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code § 241, battery under Cal. Penal Code § 243, and assault with a deadly weapon under Cal. Penal Code § 245."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1992,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1992,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1992,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1992,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1992,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1992,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1992,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1992,Handgun Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1992,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1992,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1992,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1992,Purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1992,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1992,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1992,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1992,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1992,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1992,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1992,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1992,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1993,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1993,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1993,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code § 241, battery under Cal. Penal Code § 243, and assault with a deadly weapon under Cal. Penal Code § 245."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1993,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1993,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1993,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1993,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1993,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1993,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1993,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1993,Handgun Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1993,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1993,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1993,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1993,Purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1993,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1993,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1993,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1993,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1993,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1993,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1993,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1993,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1994,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1994,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1994,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1994,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1994,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1994,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1994,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1994,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1994,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1994,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1994,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1994,Handgun Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1994,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1994,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1994,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1994,Purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1994,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1994,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1994,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1994,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1994,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1994,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1994,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1994,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1994,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1995,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1995,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1995,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1995,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1995,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1995,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1995,Handgun possession,Yes,,
