question,state,year,applies to,response,citations,cautions
Does the state require firearm training in order to carry concealed guns in public?,AL,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,AR,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,CA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CO,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DE,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,FL,1991,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ID,1991,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1991,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ME,1991,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MI,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1991,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1991,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NH,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1991,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1991,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NC,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,ND,1991,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OR,1991,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1991,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,SD,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1991,All,Yes,Tenn. Code § 39-17-1315(b),
Does the state require firearm training in order to carry concealed guns in public?,TX,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,UT,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,VT,1991,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WA,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1991,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1991,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1991,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AL,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,AR,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,CA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CO,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DE,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,FL,1992,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ID,1992,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1992,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ME,1992,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MI,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1992,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1992,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NH,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1992,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1992,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NC,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,ND,1992,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OR,1992,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1992,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,SD,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1992,All,Yes,Tenn. Code § 39-17-1315(b),
Does the state require firearm training in order to carry concealed guns in public?,TX,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,UT,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,VT,1992,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WA,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1992,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1992,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1992,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AL,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,AR,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,CA,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CO,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DE,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,FL,1993,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ID,1993,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1993,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ME,1993,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MI,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1993,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1993,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NH,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1993,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1993,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NC,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,ND,1993,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OR,1993,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1993,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,SD,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1993,All,Yes,Tenn. Code § 39-17-1315(b),
Does the state require firearm training in order to carry concealed guns in public?,TX,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,UT,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,VT,1993,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1993,All,No,,"Under Va. Code § 18.2-308, the court may require proof of demonstrated competence with a handgun, but it is not required."
Does the state require firearm training in order to carry concealed guns in public?,WA,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1993,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1993,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1993,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AL,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1994,All,Yes,Alaska Stat. § 11.61.220;<br> Alaska Stat. § 18.65.715,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1994,All,Yes,Ariz. Rev. Stat. §§ 13-3102(A); 13-3112;<br> Ariz. Rev. Stat. § 13-3112(E)(6),
Does the state require firearm training in order to carry concealed guns in public?,AR,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,CA,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CO,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1994,All,Yes,Conn. Gen. Stat. § 29-35(a);<br> Conn. Gen. Stat. § 29-28(b),
Does the state require firearm training in order to carry concealed guns in public?,DE,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,FL,1994,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1994,All,Yes,Haw. Rev. Stat. § 134-9(a);<br> Haw. Rev. Stat. § 134-9; Haw. Rev. Stat. § 134-2(g),"An applicant for a license to carry is not directly required to have firearms training. However, an applicant for a permit to purchase a firearm is required to complete an approved firearms training course. Furthermore, the chief of police issuing a license to carry must require an applicant to be qualified to use the firearm in the safe manner."
Does the state require firearm training in order to carry concealed guns in public?,ID,1994,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1994,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ME,1994,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MI,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1994,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1994,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NH,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1994,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1994,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NC,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,ND,1994,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OR,1994,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1994,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,SD,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1994,All,Yes,Tenn. Code § 39-17-1315(b),
Does the state require firearm training in order to carry concealed guns in public?,TX,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,UT,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,VT,1994,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1994,All,No,,"Under Va. Code § 18.2-308, the court may require proof of demonstrated competence with a handgun, but it is not required."
Does the state require firearm training in order to carry concealed guns in public?,WA,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1994,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1994,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1994,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1994,All,Yes,Wyo. Stat. § 6-8-104,
Does the state require firearm training in order to carry concealed guns in public?,AL,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1995,All,Yes,Alaska Stat. § 11.61.220;<br> Alaska Stat. § 18.65.715,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1995,All,Yes,Ariz. Rev. Stat. §§ 13-3102(A); 13-3112;<br> Ariz. Rev. Stat. § 13-3112(E)(6),
Does the state require firearm training in order to carry concealed guns in public?,AR,1995,All,Yes,Ark. Code § 5-73-120; Ark. Code § 5-73-302(a); Ark. Code § 5-73-315;<br> Ark. Code § 5-73-309,
Does the state require firearm training in order to carry concealed guns in public?,CA,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CO,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1995,All,Yes,Conn. Gen. Stat. § 29-35(a);<br> Conn. Gen. Stat. § 29-28(b),
Does the state require firearm training in order to carry concealed guns in public?,DE,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,FL,1995,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1995,All,Yes,Haw. Rev. Stat. § 134-9(a);<br> Haw. Rev. Stat. § 134-9; Haw. Rev. Stat. § 134-2(g),"An applicant for a license to carry is not directly required to have firearms training. However, an applicant for a permit to purchase a firearm is required to complete an approved firearms training course. Furthermore, the chief of police issuing a license to carry must require an applicant to be qualified to use the firearm in the safe manner."
Does the state require firearm training in order to carry concealed guns in public?,ID,1995,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1995,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1995,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1995,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1995,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,ME,1995,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MI,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1995,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1995,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1995,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1995,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1995,All,Yes,Nev. Rev. Stat. § 202.3657,
Does the state require firearm training in order to carry concealed guns in public?,NH,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1995,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1995,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NC,1995,All,Yes,N.C. Gen. Stat. § 14-415.11;<br> N.C. Gen. Stat. § 14-415.12(a)(4); 12 N.C. Admin. Code 9F.0102,
Does the state require firearm training in order to carry concealed guns in public?,ND,1995,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1995,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1995,All,Yes,Okla. Stat. tit. 21 § 1290.4;<br> Okla. Stat. tit. 21 § 1290.14,
Does the state require firearm training in order to carry concealed guns in public?,OR,1995,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1995,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,SD,1995,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1995,All,Yes,Tenn. Code § 39-17-1315(b),
Does the state require firearm training in order to carry concealed guns in public?,TX,1995,All,Yes,Tex. Penal Code § 46.02(7);<br> Tex. Civ. Stat. Art. 4413(29ee),
Does the state require firearm training in order to carry concealed guns in public?,UT,1995,All,Yes,Utah Code § 76-10-504; Utah Code § 53-5-704;<br> Utah Code § 53-5-704,
